agency_cd	site_no	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_	alt_va	alt_acy_va	alt_datum_cd	well_depth_va	gw_begin_date	gw_end_date	gw_count_nu	d_top_2
USGS	301642091412001	30.278530880000002	-91.689002000000002	S	NAD83	21.87	.01	NGVD29	184	1964-05-28	1979-07-20	79	24.257860183715820
USGS	301702091083401	30.284083500000001	-91.142882999999998	S	NAD83	23.74	.1	NGVD29	188	1957-04-22	1966-02-21	71	25.000000000000000
USGS	301707091141602	30.285472299999999	-91.237885590000005	S	NAD83	24.20	.1	NGVD29	280	1961-03-24	1973-04-16	372	25.000000000000000
USGS	301707095272201	30.285555559999999	-95.456388899999993	S	NAD83	177.16	1	NAVD88	27	1931-11-18	1992-09-11	346	25.000000000000000
USGS	301735092400701	30.293260640000000	-92.668751999999998	F	NAD83	31.39	5	NGVD29	336	1914-01-01	1969-03-04	70	24.775579452514648
USGS	301755092252001	30.298814199999999	-92.422355300000007	S	NAD83	31.91	5	NGVD29	303	1939-02-18	1965-01-06	1359	22.105379104614258
USGS	301817081374901	30.304962000000000	-81.630094000000000	S	NAD83	20.00	2.5	NGVD29	1895	1973-02-07	2000-06-26	341	24.480449676513672
USGS	301817081374902	30.304962000000000	-81.630094000000000	S	NAD83	20.00	2.5	NGVD29	2490	1973-05-11	2000-06-26	328	24.480449676513672
USGS	301828095272404	30.308055560000000	-95.456944399999998	H	NAD83	213.02	1	NAVD88	1221	1956-06-16	2020-01-15	129	25.000000000000000
USGS	301832092234501	30.308888889999999	-92.396666699999997	5	NAD83	25.80	.1	NGVD29	202	1964-05-25	2020-10-21	2155	21.191400527954102
USGS	301832092234503	30.308888889999999	-92.396666699999997	5	NAD83	24.55	5	NGVD29	1363	1966-05-25	2020-10-16	264	21.191400527954102
USGS	301832092234504	30.308888889999999	-92.396666699999997	S	NAD83	24.55	5	NGVD29	907	1966-05-25	2015-03-05	224	21.191400527954102
USGS	301838089485002	30.311388890000000	-89.813888899999995	S	NAD83	16.00	2.5	NGVD29	887	1982-08-04	2020-09-03	97	25.000000000000000
USGS	301844081403801	30.312461649999999	-81.677040599999998	S	NAD83	4.48	.01	NGVD29	nodata	1938-11-26	2014-08-05	617	24.680959701538086
USGS	301846081350901	30.313017750000000	-81.585647699999996	S	NAD83	12.93	.01	NGVD29	651	1985-07-29	2014-08-06	132	23.678369522094727
USGS	301852081234201	30.314685680000000	-81.394806599999995	S	NAD83	12.05	.01	NGVD29	585	1934-06-15	2010-09-15	600	13.932180404663086
USGS	301856089145301	30.315752639999999	-89.248098499999998	S	NAD83	13.	5.	NGVD29	1111.	1948-01-01	1996-10-30	72	3.257389068603516
USGS	301858089202301	30.316307439999999	-89.339768899999996	T	NAD83	16.00	10	NGVD29	1300	1960-11-11	2006-08-23	95	3.904963970184326
USGS	301909082490985	30.319391540000002	-82.819017400000007	S	NAD83	90.19	.1	NGVD29	133.	1961-01-01	1994-08-17	333	10.967439651489258
USGS	301914089563501	30.320750900000000	-89.943126399999997	S	NAD83	5.00	5	NGVD29	1240	1939-09-12	1970-04-11	160	25.000000000000000
USGS	301920089560801	30.322417489999999	-89.935626099999993	T	NAD83	17.00	5	NGVD29	2334	1961-02-23	2020-09-10	121	25.000000000000000
USGS	301941093035602	30.328260159999999	-93.065707300000000	S	NAD83	20.00	2.5	NGVD29	237	1975-03-07	2020-10-20	61	25.000000000000000
USGS	301944093170401	30.329166669999999	-93.367777799999999	S	NAD83	20.00	2.5	NGVD29	707	1974-08-01	2020-10-20	101	25.000000000000000
USGS	301944093170402	30.329091980000001	-93.367935900000006	S	NAD83	20.00	2.5	NGVD29	515	1974-12-02	2020-10-20	95	25.000000000000000
USGS	301946086095701	30.329645060000001	-86.165775289999999	S	NAD83	7.00	.1	NGVD29	466	1961-04-06	1992-08-11	170	14.343839645385742
USGS	301947089434001	30.332693650000000	-89.727840000000000	F	NAD83	15.00	2.5	NGVD29	2150	1995-03-17	2020-09-21	74	25.000000000000000
USGS	301948095290002	30.330277779999999	-95.483611100000005	S	NAD83	238.76	1	NAVD88	261	1989-10-19	2020-10-14	121	25.000000000000000
USGS	301948095290004	30.330277779999999	-95.483611100000005	S	NAD83	238.76	1	NAVD88	80	1989-10-20	2020-10-14	123	25.000000000000000
USGS	302008090541601	30.335749199999999	-90.904543399999994	S	NAD83	15.00	5.	NGVD29	1693	1954-04-10	1985-04-03	94	25.000000000000000
USGS	302022081393501	30.339683699999998	-81.659540199999995	S	NAD83	5.42	.01	NGVD29	1280	1986-10-06	2006-09-19	235	23.897100448608398
USGS	302028088294701	30.341311059999999	-88.495013000000000	S	NAD83	4.	.1	NGVD29	348	1959-08-01	1975-06-12	100	2.417109012603760
USGS	302033087202801	30.342699740000000	-87.341085399999997	F	NAD83	24.00	5.	NGVD29	200	1972-03-29	1980-01-14	86	13.554880142211914
USGS	302033087202802	30.342699740000000	-87.341085399999997	F	NAD83	24.00	5.	NGVD29	30.9	1972-03-29	1978-03-06	73	13.554880142211914
USGS	302035092554801	30.343260229999999	-92.930148500000001	F	NAD83	34.13	.01	NGVD29	nodata	1939-01-05	1985-02-27	553	25.000000000000000
USGS	302042088331801	30.344922090000001	-88.555293500000005	T	NAD83	11.	.1	NGVD29	750.	1959-04-07	1999-03-17	93	1.503015041351318
USGS	302052081323201	30.348017639999998	-81.542035200000001	S	NAD83	28.44	2.5	NGVD29	2112	1986-04-30	2006-09-27	231	20.497249603271484
USGS	302052087234101	30.347977499999999	-87.394698599999998	F	NAD83	26.00	5.	NGVD29	376	1972-12-21	1979-12-10	74	20.488269805908203
USGS	302052090010201	30.347973039999999	-90.017296099999996	F	NAD83	17	2.5	NGVD29	1519	1949-10-19	2020-09-11	102	25.000000000000000
USGS	302052092065201	30.347977550000000	-92.114566999999994	F	NAD83	46.39	5	NGVD29	210	1944-04-04	1977-03-08	83	24.322940826416016
USGS	302055090014601	30.348806360000001	-90.029518699999997	S	NAD83	10.00	2.5	NGVD29	1525	1939-06-01	1994-07-29	282	25.000000000000000
USGS	302103088294701	30.347144300000000	-88.497513200000000	F	NAD83	8.	10	NGVD29	346.	1974-06-19	2005-05-11	113	2.417109012603760
USGS	302126088293801	30.356866459999999	-88.494179799999998	S	NAD83	3.00	.1	NGVD29	202.	1960-05-06	2009-06-24	128	2.567281961441040
USGS	302127089051901	30.357420050000002	-89.088092900000007	S	NAD83	10.00	.1	NGVD29	800	1956-06-20	1982-10-28	68	3.285602092742920
USGS	302134088330803	30.359108330000002	-88.552852799999997	1	NAD83	11.	5.	NGVD29	801.	1959-04-07	1997-04-21	91	1.730440974235535
USGS	302135087094501	30.359921570000001	-87.162468500000003	F	NAD83	12.00	.1	NGVD29	41.0	1950-12-18	1989-09-21	85	14.043210029602051
USGS	302141088313101	30.362144149999999	-88.525292399999998	F	NAD83	12.	10	NGVD29	182.	1976-09-02	1997-04-21	70	2.272114038467407
USGS	302149091101401	30.363803799999999	-91.170661999999993	S	NAD83	20.00	5.	NGVD29	2500	1955-05-01	1988-12-15	114	25.000000000000000
USGS	302154090033701	30.365194890000001	-90.060353199999994	F	NAD83	15	2.5	NGVD29	850	1994-02-10	2020-09-11	71	23.487270355224609
USGS	302157084115101	30.366035140000001	-84.197395599999993	S	NAD83	50.16	.1	NGVD29	104	1980-07-08	1991-10-27	77	23.865690231323242
USGS	302200089053301	30.366864289999999	-89.092537600000000	S	NAD83	21.00	.1	NGVD29	1262.	1939-03-15	2009-06-05	310	3.669279098510742
USGS	302205088334005	30.368255170000001	-88.561127400000004	F	NAD83	13.00	.5	NGVD29	388	1958-04-10	1986-10-15	108	1.725234031677246
USGS	302206089074505	30.366819440000000	-89.122469400000000	1	NAD83	25.	5.	NGVD29	848.	1966-04-01	1994-11-02	79	3.872396945953369
USGS	302207091541001	30.368808580000000	-91.902894700000004	F	NAD83	27.35	5	NGVD29	85.0	1944-01-31	1964-09-01	73	22.271780014038086
USGS	302220087205001	30.372421259999999	-87.347196999999994	S	NAD83	22.00	5.	NGVD29	145	1971-03-23	1989-08-26	183	18.277090072631836
USGS	302220089055401	30.369508329999999	-89.097674999999995	1	NAD83	22.	10	NGVD29	815.	1964-10-01	1994-11-02	66	3.669279098510742
USGS	302221086065201	30.372699269999998	-86.114384900000005	F	NAD83	2.00	5.	NGVD29	365	1970-03-06	1994-10-27	89	24.203130722045898
USGS	302221088330902	30.372699570000002	-88.552515999999997	F	NAD83	16.00	.1	NGVD29	180	1958-04-05	1971-04-30	101	1.844153046607971
USGS	302221095294201	30.379444440000000	-95.495277799999997	S	NAD83	299.78	1	NAVD88	1103	1964-07-08	2020-01-14	75	24.789930343627930
USGS	302227081435001	30.374405230000001	-81.730377279999999	S	NAD83	8.85	.01	NGVD29	1326	1974-05-16	2008-04-29	244	25.000000000000000
USGS	302230089034202	30.375741670000000	-89.069938899999997	1	NAD83	23.	5.	NGVD29	752	1964-08-06	1994-11-02	80	3.677530050277710
USGS	302231086153201	30.375477560000000	-86.258832999999996	F	NAD83	12.00	5.	NGVD29	545	1970-05-21	1990-05-17	70	23.959209442138672
USGS	302231086214301	30.375478000000001	-86.361891200000002	S	NAD83	23.00	5.	NGVD29	420	1965-06-19	1990-05-16	111	5.966917991638184
USGS	302232087240501	30.375754600000000	-87.401365699999999	S	NAD83	25.00	3	NGVD29	367	1978-10-02	1988-08-22	107	25.000000000000000
USGS	302238091102701	30.377414600000002	-91.174273299999996	S	NAD83	24.78	.1	NGVD29	173	1943-05-01	1979-07-16	537	25.000000000000000
USGS	302240089025401	30.377975650000000	-89.048369300000005	T	NAD83	21.00	.5	NGVD29	898	1939-03-17	1997-04-03	112	3.471807003021240
USGS	302244088325801	30.378922200000002	-88.548749999999998	1	NAD83	12.	5.	NGVD29	292.	1956-01-01	1997-04-21	100	2.108905076980591
USGS	302247095383001	30.379999999999999	-95.641944400000000	R	NAD83	236.64	1	NAVD88	648	1988-07	2020-01-15	77	19.375860214233398
USGS	302251082194901	30.381063999999999	-82.330118589999998	S	NAD83	127.90	.01	NGVD29	338	1976-08-03	2010-09-13	131	25.000000000000000
USGS	302252089053301	30.383852780000002	-89.090330600000001	1	NAD83	17.	5	NGVD29	926	1977-10-17	1998-08-05	60	4.082904815673828
USGS	302302087252501	30.384087749999999	-87.423588800000005	S	NAD83	11.13	.01	NGVD29	299	1976-05-19	1987-01-13	119	25.000000000000000
USGS	302302087252502	30.384087749999999	-87.423588800000005	S	NAD83	11.13	.01	NGVD29	25.0	1976-05-19	1987-01-13	119	25.000000000000000
USGS	302304081383202	30.384683389999999	-81.642040100000003	S	NAD83	13.07	.01	NGVD29	905	1930-08-21	2010-09-14	760	22.365869522094727
USGS	302304089020301	30.384311100000001	-89.034261099999995	1	NAD83	20.	5	NGVD29	900.	1977-08-30	2013-04-25	79	3.664520978927612
USGS	302306091022601	30.385192140000001	-91.040658600000000	S	NAD83	27.00	5.	NGVD29	1975	1966-04-04	2008-05-22	106	25.000000000000000
USGS	302306091022602	30.385192140000001	-91.040658600000000	S	NAD83	27.00	5.	NGVD29	2565	1966-04-04	1997-05-20	106	25.000000000000000
USGS	302307081293801	30.385517499999999	-81.493700200000006	S	NAD83	11.25	.01	NGVD29	700	1966-12-19	2010-09-16	250	21.136739730834961
USGS	302308087163501	30.385754179999999	-87.276360999999994	S	NAD83	9.91	.1	NGVD29	244	1940-03-05	1989-08-26	173	7.275225162506104
USGS	302320087214601	30.389087549999999	-87.362753200000000	S	NAD83	26.00	3	NGVD29	400	1978-10-17	1987-01-13	90	22.397209167480469
USGS	302321084473501	30.389362750000000	-84.792969299999996	F	NAD83	87.01	0.1	NGVD29	nodata	1974-01-10	1991-10-23	94	23.250009536743164
USGS	302321089535201	30.389360400000001	-89.897847600000006	S	NAD83	28.00	5	NGVD29	24.0	1968-11-08	2017-09-11	74	25.000000000000000
USGS	302330081463001	30.391904879999998	-81.774823900000001	S	NAD83	24.00	2.5	NGVD29	nodata	1969-05	2006-09-20	61	25.000000000000000
USGS	302331095370201	30.392222199999999	-95.617500000000007	S	NAD83	223.33	1	NAVD88	750	1977-02-15	2020-02-13	75	20.670560836791992
USGS	302336089045404	30.393530599999998	-89.081704200000004	T	NAD83	20.00	5.	NGVD29	815	1966-04-01	1986-12-30	81	4.286029815673828
USGS	302338086352601	30.394088900000000	-86.590508000000000	S	NAD83	12.00	.5	NGVD29	696	1967-01-19	1990-05-16	85	5.130258083343506
USGS	302339081254702	30.394406799999999	-81.429531299999994	S	NAD83	6.78	.01	NGVD29	1000	1977-05-03	2010-09-16	65	17.415140151977539
USGS	302348091140301	30.396858640000001	-91.234274999999997	S	NAD83	21.00	2.5	NGVD29	2098	1946-07-30	1970-03-31	73	25.000000000000000
USGS	302352089015701	30.398183329999998	-89.032647200000000	1	NAD83	25.	5	NGVD29	820.	1977-12-20	1994-11-01	77	3.843332052230835
USGS	302353094593701	30.399444440000000	-94.993611099999995	H	NAD83	159.42	1	NAVD88	835	1955-10-12	2020-01-29	80	24.092880249023438
USGS	302354087210501	30.398531750000000	-87.351364000000004	S	NAD83	26.00	5.	NGVD29	168	1971-03-23	1987-01-13	186	20.692409515380859
USGS	302354087210502	30.398531750000000	-87.351364000000004	S	NAD83	26.00	5.	NGVD29	30.0	1971-03-23	1987-01-13	187	20.692409515380859
USGS	302355087200301	30.398809499999999	-87.334141099999997	F	NAD83	28.00	5.	NGVD29	400	1973-04-12	1987-01-13	149	17.246330261230469
USGS	302357086100701	30.399365450000001	-86.168552890000001	T	NAD83	5.00	.1	NGVD29	337	1961-04-05	1993-04-05	103	22.231010437011719
USGS	302357088473801	30.399365560000000	-88.793915600000005	S	NAD83	22.00	.1	NGVD29	536	1938-04-08	1990-04-18	74	0.857220172882080
USGS	302357089064201	30.398225000000000	-89.093594400000001	1	NAD83	25.	5.	NGVD29	795.	1974-10-01	1994-11-02	66	4.416234016418457
USGS	302406088593201	30.405475700000000	-88.992811900000007	T	NAD83	25.	5.	NGVD29	800.	1969-06-01	1997-04-21	103	3.731326103210449
USGS	302406090093101	30.401860729999999	-90.158689899999999	S	NAD83	4.00	5.	NGVD29	1900	1957-07-25	2020-09-11	212	21.992559432983398
USGS	302406091521801	30.401863280000001	-91.871782999999994	F	NAD83	17.43	.01	NGVD29	200	1944-02-01	1979-03-01	91	21.797769546508789
USGS	302409086523501	30.402698930000000	-86.876349099999999	F	NAD83	20.00	10	NGVD29	940	1961-03-01	1990-05-14	97	2.083333015441895
USGS	302409089002101	30.404566670000001	-89.006541700000000	1	NAD83	26.	5	NGVD29	845.	1978-02-20	1994-11-01	73	3.829421997070313
USGS	302409095414301	30.402500000000000	-95.695277800000000	S	NAD83	242.9	1	NAVD88	665	2005-07-07	2020-02-25	61	21.625839233398438
USGS	302410084200001	30.402977940000000	-84.333234500000003	T	NAD83	37.51	.1	NGVD29	57.0	1960-05-19	1990-05-15	64	25.000000000000000
USGS	302410084200002	30.402977940000000	-84.333234500000003	T	NAD83	37.52	.1	NGVD29	15.0	1960-05-19	2011-07-19	197	25.000000000000000
USGS	302416081522601	30.405263890000001	-81.872136100000006	1	NAD83	86.78	.01	NGVD29	708	1911-12-30	2015-10-06	228	25.000000000000000
USGS	302416081522602	30.404682160000000	-81.873717099999993	S	NAD83	85.66	.01	NGVD29	2230	1975-08-09	2009-05-13	520	25.000000000000000
USGS	302419086362601	30.405477460000000	-86.607174999999998	S	NAD83	16.44	.1	NGVD29	668	1936-08-01	1990-05-16	96	7.960081100463867
USGS	302427090442101	30.407692440000002	-90.739261499999998	S	NAD83	17.00	2.5	NGVD29	350	1940-05-24	1970-10-07	150	25.000000000000000
USGS	302427091103901	30.407691679999999	-91.177606900000001	S	NAD83	37.00	5.	NGVD29	933	1932-11-01	1982-10-22	75	25.000000000000000
USGS	302428091035001	30.407969359999999	-91.063992700000000	S	NAD83	46.00	5.	NGVD29	1950	1966-04-04	2011-08-04	205	25.000000000000000
USGS	302428091035002	30.407969359999999	-91.063992700000000	S	NAD83	46.00	5.	NGVD29	2762	1966-04-04	2020-09-29	242	25.000000000000000
USGS	302428091035003	30.407969359999999	-91.063992700000000	S	NAD83	46.00	5	NGVD29	1072	1966-04-04	2020-09-29	251	25.000000000000000
USGS	302432087182601	30.409087000000000	-87.307195699999994	S	NAD83	31.00	5.	NGVD29	195	1971-01-27	1988-08-22	195	10.560770034790039
USGS	302432087182602	30.409087000000000	-87.307195699999994	S	NAD83	31.00	5.	NGVD29	30.0	1971-01-27	1979-07-05	97	10.560770034790039
USGS	302435087141601	30.409920300000000	-87.237748800000006	S	NAD83	23.00	.1	NGVD29	204	1974-03-22	1988-08-22	177	6.330701828002930
USGS	302435087414001	30.407142300000000	-87.693319900000006	S	NAD83	76.00	5	NGVD29	146	1949-09-21	1993-10-06	62	25.000000000000000
USGS	302440089033001	30.411308300000002	-89.058647899999997	T	NAD83	25.00	5.	NGVD29	645.	1964-08-01	2013-04-25	83	4.641066074371338
USGS	302442086130701	30.411865299999999	-86.218554100000006	F	NAD83	5.00	5.	NGVD29	330	1969-09-25	1990-05-17	69	15.867270469665527
USGS	302445090220001	30.412693659999999	-90.366751690000001	S	NAD83	5.00	5.	NGVD29	535	1939-08-09	1991-02-15	187	24.341159820556641
USGS	302450083174885	30.414103099999998	-83.296532400000004	S	NAD83	81	1.6	NAVD88	78	1988-03-21	1994-12-27	85	25.000000000000000
USGS	302450090355601	30.414081870000000	-90.598980200000000	S	NAD83	11.00	2.5	NGVD29	500	1966-07-15	2020-09-01	126	25.000000000000000
USGS	302451088325901	30.416588000000001	-88.548905300000001	S	NAD83	20.	10	NGVD29	806.	1919-09-06	2006-08-23	127	2.972610950469971
USGS	302454088493401	30.415476300000002	-88.826138999999998	S	NAD83	23.00	.1	NGVD29	535.	1928-01-01	1998-03-12	109	1.546445965766907
USGS	302456091130202	30.415747079999999	-91.217330300000000	S	NAD83	25.00	2.5	NGVD29	2194	1985-04-08	2020-09-11	91	25.000000000000000
USGS	302459087154401	30.416586800000001	-87.262194100000002	S	NAD83	133.00	5.	NGVD29	301	1974-03-22	1987-01-13	153	7.216166019439697
USGS	302500091085801	30.416858099999999	-91.149550700000006	S	NAD83	33.34	.01	NGVD29	582	1967-08-21	1988-12-05	61	25.000000000000000
USGS	302501091052601	30.417135800000001	-91.090660200000002	S	NAD83	31	2.5	NGVD29	547	1997-07-22	2020-11-05	112	25.000000000000000
USGS	302501091101201	30.417135890000001	-91.170106799999999	S	NAD83	25.00	2.5	NGVD29	615	1967-09-22	1988-12-14	152	25.000000000000000
USGS	302501091101202	30.417135890000001	-91.170106799999999	S	NAD83	25.68	.01	NGVD29	322	1967-09-22	1988-12-14	164	25.000000000000000
USGS	302502081321001	30.417461379999999	-81.535924699999995	S	NAD83	5.00	2.5	NGVD29	nodata	1960-01-21	2004-05-17	62	21.524820327758789
USGS	302502081330701	30.416627980000001	-81.550647499999997	S	NAD83	9.43	.01	NGVD29	850	1980-04-25	2006-10-18	95	21.964860916137695
USGS	302502091113601	30.417413679999999	-91.193440699999996	S	NAD83	26.00	5	NGVD29	2179	1965-06-22	2007-05-14	189	25.000000000000000
USGS	302502091113602	30.417413679999999	-91.193440699999996	S	NAD83	26.00	5.	NGVD29	2675	1965-06-22	2019-12-04	174	25.000000000000000
USGS	302503081332001	30.417739059999999	-81.555369999999996	S	NAD83	10.94	.01	NGVD29	1104	1980-01-17	2006-10-18	81	21.964860916137695
USGS	302505081331001	30.418294599999999	-81.552592099999998	S	NAD83	9.18	.01	NGVD29	1104	1981-01-09	2006-10-18	76	21.964860916137695
USGS	302505091132001	30.418055559999999	-91.222222200000004	S	NAD83	20.00	5	NGVD29	2082	1976-02-10	2020-06-09	95	25.000000000000000
USGS	302509091082701	30.419358039999999	-91.140939299999999	S	NAD83	28.00	5	NGVD29	2586	1965-03-16	2020-09-29	266	25.000000000000000
USGS	302509091082702	30.419358039999999	-91.140939299999999	S	NAD83	28.00	5.	NGVD29	1622	1965-04-23	2020-09-29	279	25.000000000000000
USGS	302509091082703	30.419358039999999	-91.140939299999999	S	NAD83	28.00	5.	NGVD29	1913	1965-04-23	2020-09-29	197	25.000000000000000
USGS	302510091105001	30.419635840000002	-91.180662600000005	S	NAD83	22.24	.01	NGVD29	259	1967-09-22	1988-12-15	147	25.000000000000000
USGS	302510091105003	30.419635840000002	-91.180662600000005	S	NAD83	22.60	.1	NGVD29	573	1967-10-09	1992-10-21	170	25.000000000000000
USGS	302511091070401	30.419913560000001	-91.117883199999994	S	NAD83	37.00	5.	NGVD29	711	1965-06-30	2020-06-15	295	25.000000000000000
USGS	302511091070402	30.419913560000001	-91.117883199999994	S	NAD83	37.00	5	NGVD29	1721	1965-06-30	2007-10-11	160	25.000000000000000
USGS	302512091082501	30.420191350000000	-91.140383799999995	S	NAD83	30.00	5.	NGVD29	1444	1959-04-30	1971-10-05	271	25.000000000000000
USGS	302519081331501	30.422183459999999	-81.553981100000001	S	NAD83	13.96	.01	NGVD29	1104	1981-01-09	2006-10-18	78	21.964860916137695
USGS	302519090311401	30.422137639999999	-90.520644899999994	S	NAD83	11.00	5.	NGVD29	2329	1960-01-24	2020-09-02	271	25.000000000000000
USGS	302522095284202	30.423055560000002	-95.478611099999995	S	NAD83	387.65	1	NAVD88	912	1955-12-09	2020-01-17	62	21.848920822143555
USGS	302523091124101	30.423246899999999	-91.211496800000006	S	NAD83	26.00	2.5	NGVD29	185	1957-05-20	1970-01-08	554	25.000000000000000
USGS	302524091100501	30.423524600000000	-91.168162300000006	S	NAD83	27.83	.1	NGVD29	602	1971-02-25	1984-05-09	68	25.000000000000000
USGS	302525092242001	30.423812240000000	-92.405687700000001	F	NAD83	44.59	5	NGVD29	300	1939-02-15	1979-02-28	146	25.000000000000000
USGS	302529086380503	30.424921300000001	-86.634675700000003	S	NAD83	34.86	.1	NGVD29	1149	1980-12-02	1990-05-16	64	16.857519149780273
USGS	302530091100601	30.425191259999998	-91.168440099999998	S	NAD83	30.60	.1	NGVD29	685	1971-03-12	1990-07-09	62	25.000000000000000
USGS	302533091100501	30.426024569999999	-91.168162300000006	S	NAD83	26.42	.1	NGVD29	599	1971-03-03	1990-07-09	64	25.000000000000000
USGS	302535088303501	30.426587949999998	-88.510848300000006	T	NAD83	4.00	10	NGVD29	200.	1959-01-30	2005-05-12	82	3.798152923583984
USGS	302535091090401	30.426580090000002	-91.151217399999993	S	NAD83	28.00	5.	NGVD29	2286	1965-04-23	2018-08-08	360	25.000000000000000
USGS	302535091090402	30.426580090000002	-91.151217399999993	S	NAD83	28.00	5	NGVD29	1189	1965-04-23	2020-09-29	306	25.000000000000000
USGS	302535091090403	30.426580090000002	-91.151217399999993	S	NAD83	28.00	5.	NGVD29	1681	1965-04-23	1993-09-21	174	25.000000000000000
USGS	302538081253101	30.427462030000001	-81.425087099999999	S	NAD83	15.54	.02	NGVD29	619	1930-08-19	2007-05-23	347	13.063710212707520
USGS	302541087114501	30.428253340000001	-87.195803299999994	S	NAD83	62.00	5.	NGVD29	202	1970-12-01	1987-01-13	188	6.444168090820313
USGS	302541087114502	30.428253340000001	-87.195803299999994	S	NAD83	62.00	5.	NGVD29	85.0	1970-12-01	1989-08-26	200	6.444168090820313
USGS	302542094534701	30.428611100000001	-94.896666699999997	S	NAD83	120.49	1	NAVD88	140	1945-04-04	2004-02-10	74	23.927989959716797
USGS	302543091015001	30.428802139999998	-91.030658599999995	S	NAD83	38	2.5	NGVD29	498	1995-05-22	2020-09-30	111	25.000000000000000
USGS	302546091131402	30.429635650000002	-91.220663799999997	S	NAD83	17.00	2.5	NGVD29	2200	1964-07-22	1985-02-20	102	25.000000000000000
USGS	302547091074401	30.429913299999999	-91.128994599999999	S	NAD83	40.00	5	NGVD29	1834	1973-12-12	2018-08-14	106	25.000000000000000
USGS	302549090222601	30.430471040000000	-90.373974300000000	S	NAD83	20.00	5	NGVD29	405	1944-07-20	1985-10-09	180	24.860240936279297
USGS	302549091073101	30.430468860000001	-91.125383400000004	F	NAD83	53.45	.01	NGVD29	1281	1926-08-19	1988-10-12	196	25.000000000000000
USGS	302550091124101	30.430555559999998	-91.211388900000003	S	NAD83	25.00	2.5	NGVD29	2650	1970-01-15	2017-06-23	109	25.000000000000000
USGS	302551091124001	30.431024499999999	-91.211219000000000	S	NAD83	25.00	2.5	NGVD29	2300	1952-12-23	1967-06-08	92	25.000000000000000
USGS	302553091092001	30.431579979999999	-91.155662000000007	S	NAD83	33.56	.01	NGVD29	581	1967-09-22	2008-10-23	276	25.000000000000000
USGS	302553091092002	30.431579979999999	-91.155662000000007	S	NAD83	33.57	.01	NGVD29	475	1967-09-22	2008-10-23	274	25.000000000000000
USGS	302557081253101	30.432739750000000	-81.425087189999999	S	NAD83	21.38	.01	NGVD29	556	1990-10-31	2006-07-26	64	13.063710212707520
USGS	302557095372201	30.432777779999999	-95.623055600000001	R	NAD83	236.44	1	NAVD88	605	1988-02-18	2020-01-14	78	22.979570388793945
USGS	302559091110801	30.433246640000000	-91.185662800000003	S	NAD83	50.18	.01	NGVD29	2709	1965-07-27	2011-02-11	203	25.000000000000000
USGS	302604091095801	30.434635470000000	-91.166217900000007	S	NAD83	51.13	.01	NGVD29	710	1935-03-09	1988-10-12	1053	25.000000000000000
USGS	302605091080601	30.434913200000000	-91.135105899999999	S	NAD83	45.00	5.	NGVD29	1831	1965-07-30	2006-10-26	96	25.000000000000000
USGS	302605091080602	30.434913200000000	-91.135105899999999	S	NAD83	45.00	5	NGVD29	2286	1965-07-30	2018-08-07	171	25.000000000000000
USGS	302605091100901	30.434913250000001	-91.169273500000003	S	NAD83	40.00	2.5	NGVD29	2238	1981-05-20	2020-09-29	171	25.000000000000000
USGS	302606090263401	30.435193080000001	-90.442864999999998	S	NAD83	22.00	5	NGVD29	654	1939-08-08	1986-02-20	207	25.000000000000000
USGS	302606090263402	30.435193080000001	-90.442864999999998	S	NAD83	22.00	5	NGVD29	1962	1948-04-01	2020-09-02	142	25.000000000000000
USGS	302608081354901	30.436349780000000	-81.596483300000003	S	NAD83	16.32	.01	NGVD29	1237	1951-06-12	2014-08-05	542	23.769510269165039
USGS	302608081354902	30.435794200000000	-81.596761000000001	S	NAD83	15.96	.01	NGVD29	1025	1951-06-20	2014-08-05	468	23.769510269165039
USGS	302608081354903	30.436349780000000	-81.596761000000001	S	NAD83	15.87	.01	NGVD29	654	1951-10-04	2014-08-05	463	23.769510269165039
USGS	302609086375401	30.436032160000000	-86.631620100000006	S	NAD83	20.82	.5	NGVD29	635	1961-04-01	1990-05-16	78	19.183900833129883
USGS	302611091091201	30.436579859999998	-91.153439800000001	S	NAD83	34.86	.01	NGVD29	1713	1966-05-19	1996-12-17	152	25.000000000000000
USGS	302611091091202	30.436579859999998	-91.153439800000001	S	NAD83	34.86	.01	NGVD29	2264	1966-05-19	1992-10-09	143	25.000000000000000
USGS	302612091082801	30.436857600000000	-91.141217200000000	S	NAD83	50.00	5.	NGVD29	1402	1928-06-16	1972-06-29	284	25.000000000000000
USGS	302614091083001	30.437413159999998	-91.141772799999998	S	NAD83	46.56	.01	NGVD29	1736	1973-10-23	2020-09-25	711	25.000000000000000
USGS	302617087152401	30.438253000000000	-87.256638600000002	S	NAD83	76.00	3	NGVD29	150	1975-02-28	1981-09-03	66	7.165800094604492
USGS	302617091103602	30.438246500000002	-91.176773699999998	S	NAD83	49.56	.01	NGVD29	330	1956-08-20	1988-10-12	709	25.000000000000000
USGS	302619091104003	30.438802060000000	-91.177884899999995	S	NAD83	45.44	.01	NGVD29	611	1961-11-28	2020-11-06	215	25.000000000000000
USGS	302620082173501	30.439119399999999	-82.292895999999999	T	NAD83	116.30	.01	NGVD29	905	1963-10-01	2010-09-13	460	25.000000000000000
